State of Geography A,County Name of Geography A,State of Geography B,County Name of Geography B,B-A_Estimate,MOE,A-B_Estimate,MOE,Net_Estimate,MOE,Gross_Estimate,MOE
Georgia,Richmond County,Pennsylvania,York County,9,14,10,17,-1,22,19,22
Georgia,Richmond County,South Carolina,Aiken County,747,395,885,353,-138,522,"1,632",536
Georgia,Richmond County,South Carolina,Anderson County,19,34,148,149,-129,154,167,153
Georgia,Richmond County,South Carolina,Bamberg County,0,,33,37,-33,37,33,37
Georgia,Richmond County,South Carolina,Barnwell County,37,56,47,66,-10,84,84,90
Georgia,Richmond County,South Carolina,Beaufort County,9,13,8,15,1,20,17,19
Georgia,Richmond County,South Carolina,Berkeley County,17,22,0,,17,22,17,22
Georgia,Richmond County,South Carolina,Charleston County,13,19,0,,13,19,13,19
Georgia,Richmond County,South Carolina,Cherokee County,0,,6,8,-6,8,6,8
Georgia,Richmond County,South Carolina,Dorchester County,0,,19,39,-19,39,19,39
Georgia,Richmond County,South Carolina,Edgefield County,0,,79,49,-79,49,79,49
Georgia,Richmond County,South Carolina,Fairfield County,0,,10,23,-10,23,10,23
Georgia,Richmond County,South Carolina,Georgetown County,26,29,6,13,20,33,32,31
Georgia,Richmond County,South Carolina,Greenville County,2,4,113,83,-111,83,115,83
Georgia,Richmond County,South Carolina,Greenwood County,7,10,0,,7,10,7,10
Georgia,Richmond County,South Carolina,Horry County,14,23,9,18,5,34,23,22
Georgia,Richmond County,South Carolina,Lancaster County,20,26,0,,20,26,20,26
Georgia,Richmond County,South Carolina,Lexington County,120,105,229,161,-109,205,349,179
Georgia,Richmond County,South Carolina,Newberry County,0,,9,19,-9,19,9,19
Georgia,Richmond County,South Carolina,Oconee County,20,24,0,,20,24,20,24
Georgia,Richmond County,South Carolina,Orangeburg County,15,21,10,14,5,25,25,25
Georgia,Richmond County,South Carolina,Pickens County,0,,17,26,-17,26,17,26
Georgia,Richmond County,South Carolina,Richland County,170,130,130,91,40,169,300,147
Georgia,Richmond County,South Carolina,Spartanburg County,0,,61,60,-61,60,61,60
Georgia,Richmond County,South Carolina,Sumter County,25,27,0,,25,27,25,27
Georgia,Richmond County,South Carolina,York County,11,21,0,,11,21,11,21
Georgia,Richmond County,Tennessee,Carter County,9,18,0,,9,18,9,18
Georgia,Richmond County,Tennessee,Davidson County,12,17,54,56,-42,58,66,59
Georgia,Richmond County,Tennessee,Hawkins County,9,15,0,,9,15,9,15
Georgia,Richmond County,Tennessee,Knox County,28,30,0,,28,30,28,30
Georgia,Richmond County,Tennessee,McMinn County,0,,41,69,-41,69,41,69
Georgia,Richmond County,Tennessee,McNairy County,0,,1,3,-1,3,1,3
Georgia,Richmond County,Tennessee,Marion County,83,119,0,,83,119,83,119
Georgia,Richmond County,Tennessee,Montgomery County,15,22,19,33,-4,40,34,39
Georgia,Richmond County,Tennessee,Sevier County,0,,271,304,-271,304,271,304
Georgia,Richmond County,Tennessee,Sullivan County,27,43,0,,27,43,27,43
Georgia,Richmond County,Tennessee,Sumner County,24,39,0,,24,39,24,39
Georgia,Richmond County,Tennessee,Washington County,0,,13,27,-13,27,13,27
Georgia,Richmond County,Texas,Bell County,62,65,88,83,-26,116,150,94
Georgia,Richmond County,Texas,Bexar County,42,38,79,53,-37,68,121,63
Georgia,Richmond County,Texas,Brazos County,21,31,0,,21,31,21,31
Georgia,Richmond County,Texas,Cherokee County,3,6,0,,3,6,3,6
Georgia,Richmond County,Texas,Comal County,21,21,0,,21,21,21,21
Georgia,Richmond County,Texas,Coryell County,165,139,81,65,84,166,246,139
Georgia,Richmond County,Texas,Dallas County,24,29,0,,24,29,24,29
Georgia,Richmond County,Texas,El Paso County,185,178,0,,185,178,185,178
Georgia,Richmond County,Texas,Fort Bend County,9,16,0,,9,16,9,16
Georgia,Richmond County,Texas,Galveston County,18,22,0,,18,22,18,22
Georgia,Richmond County,Texas,Guadalupe County,5,10,0,,5,10,5,10
Georgia,Richmond County,Texas,Harris County,88,61,72,123,16,143,160,131
Georgia,Richmond County,Texas,Johnson County,22,27,0,,22,27,22,27
Georgia,Richmond County,Texas,Limestone County,16,24,0,,16,24,16,24
Georgia,Richmond County,Texas,Matagorda County,154,179,40,56,114,191,194,185
Georgia,Richmond County,Texas,Orange County,4,7,0,,4,7,4,7
Georgia,Richmond County,Texas,Parker County,126,159,0,,126,159,126,159
Georgia,Richmond County,Texas,San Augustine County,0,,23,33,-23,33,23,33
Georgia,Richmond County,Texas,Tarrant County,108,89,26,44,82,109,134,89
Georgia,Richmond County,Texas,Tom Green County,47,42,0,,47,42,47,42
Georgia,Richmond County,Texas,Travis County,11,17,0,,11,17,11,17
Georgia,Richmond County,Texas,Wharton County,0,,14,24,-14,24,14,24
Georgia,Richmond County,Texas,Wheeler County,0,,4,7,-4,7,4,7
Georgia,Richmond County,Texas,Williamson County,20,26,9,14,11,30,29,29
Georgia,Richmond County,Utah,Salt Lake County,0,,26,30,-26,30,26,30
Georgia,Richmond County,Utah,San Juan County,5,9,0,,5,9,5,9
Georgia,Richmond County,Utah,Utah County,0,,34,37,-34,37,34,37
Georgia,Richmond County,Utah,Weber County,5,11,0,,5,11,5,11
Georgia,Richmond County,Vermont,Chittenden County,14,25,0,,14,25,14,25
Georgia,Richmond County,Virginia,Accomack County,0,,8,13,-8,13,8,13
Georgia,Richmond County,Virginia,Dinwiddie County,0,,59,73,-59,73,59,73
Georgia,Richmond County,Virginia,Fairfax County,23,31,0,,23,31,23,31
Georgia,Richmond County,Virginia,Halifax County,0,,23,40,-23,40,23,40
Georgia,Richmond County,Virginia,Hanover County,21,24,0,,21,24,21,24
Georgia,Richmond County,Virginia,Loudoun County,36,30,36,58,0,66,72,63
Georgia,Richmond County,Virginia,Prince William County,21,25,0,,21,25,21,25
Georgia,Richmond County,Virginia,Russell County,18,27,0,,18,27,18,27
Georgia,Richmond County,Virginia,Stafford County,5,10,7,28,-2,29,12,31
Georgia,Richmond County,Virginia,Alexandria City,112,176,0,,112,176,112,176
Georgia,Richmond County,Virginia,Colonial Heights City,17,27,0,,17,27,17,27
Georgia,Richmond County,Virginia,Hampton City,0,,26,45,-26,45,26,45
Georgia,Richmond County,Virginia,Lynchburg City,0,,44,71,-44,71,44,71
Georgia,Richmond County,Virginia,Manassas Park City,12,19,0,,12,19,12,19
Georgia,Richmond County,Virginia,Norfolk City,30,58,0,,30,58,30,58
Georgia,Richmond County,Virginia,Suffolk City,4,10,0,,4,10,4,10
Georgia,Richmond County,Virginia,Virginia Beach City,12,19,19,30,-7,35,31,36
Georgia,Richmond County,Washington,Clark County,7,13,0,,7,13,7,13
Georgia,Richmond County,Washington,King County,0,,36,53,-36,53,36,53
Georgia,Richmond County,Washington,Kitsap County,5,10,0,,5,10,5,10
Georgia,Richmond County,Washington,Pierce County,17,19,90,78,-73,78,107,83
Georgia,Richmond County,Washington,Snohomish County,9,18,9,15,0,24,18,23
Georgia,Richmond County,Washington,Spokane County,30,39,0,,30,39,30,39
Georgia,Richmond County,Washington,Thurston County,151,213,0,,151,213,151,213
Georgia,Richmond County,Washington,Whatcom County,283,331,0,,283,331,283,331
Georgia,Richmond County,West Virginia,Kanawha County,84,135,0,,84,135,84,135
Georgia,Richmond County,West Virginia,Randolph County,9,18,0,,9,18,9,18
Georgia,Richmond County,Wisconsin,Dane County,13,22,0,,13,22,13,22
Georgia,Richmond County,Wisconsin,Manitowoc County,0,,5,9,-5,9,5,9
Georgia,Richmond County,Puerto Rico,Caguas Municipio,27,43,0,,27,43,27,43
Georgia,Richmond County,Puerto Rico,Canóvanas Municipio,18,26,0,,18,26,18,26
Georgia,Richmond County,Puerto Rico,Florida Municipio,25,41,0,,25,41,25,41
Georgia,Richmond County,Puerto Rico,Isabela Municipio,8,16,0,,8,16,8,16
Georgia,Richmond County,Puerto Rico,Juana Díaz Municipio,19,26,0,,19,26,19,26
Georgia,Richmond County,Puerto Rico,Sabana Grande Municipio,24,42,0,,24,42,24,42
Georgia,Richmond County,Africa,-,72,69,,,,,,
Georgia,Richmond County,Asia,-,540,380,,,,,,
Georgia,Richmond County,Central America,-,69,48,,,,,,
Georgia,Richmond County,Caribbean,-,12,20,,,,,,
Georgia,Richmond County,Europe,-,269,123,,,,,,
Georgia,Richmond County,Northern America,-,12,17,,,,,,
Georgia,Rockdale County,Alabama,Jefferson County,26,41,7,13,19,42,33,44
Georgia,Rockdale County,Alabama,Madison County,17,30,20,23,-3,38,37,39
Georgia,Rockdale County,Alabama,Montgomery County,26,44,0,,26,44,26,44
Georgia,Rockdale County,Alabama,Russell County,8,15,0,,8,15,8,15
Georgia,Rockdale County,Alabama,Shelby County,0,,3,4,-3,4,3,4
Georgia,Rockdale County,Alaska,Anchorage Municipality,55,71,0,,55,71,55,71
Georgia,Rockdale County,Arizona,Maricopa County,0,,20,31,-20,31,20,31
Georgia,Rockdale County,Arkansas,Clark County,0,,6,13,-6,13,6,13
Georgia,Rockdale County,Arkansas,Monroe County,0,,39,57,-39,57,39,57
Georgia,Rockdale County,California,Kern County,26,33,0,,26,33,26,33
Georgia,Rockdale County,California,Los Angeles County,0,,6,12,-6,12,6,12
Georgia,Rockdale County,California,San Bernardino County,18,28,0,,18,28,18,28
Georgia,Rockdale County,California,Yuba County,178,156,0,,178,156,178,156
Georgia,Rockdale County,Connecticut,Hartford County,363,499,0,,363,499,363,499
Georgia,Rockdale County,Florida,Broward County,8,15,0,,8,15,8,15
Georgia,Rockdale County,Florida,Duval County,0,,20,36,-20,36,20,36
Georgia,Rockdale County,Florida,Escambia County,0,,14,28,-14,28,14,28
Georgia,Rockdale County,Florida,Gadsden County,0,,6,11,-6,11,6,11
Georgia,Rockdale County,Florida,Glades County,0,,13,17,-13,17,13,17
Georgia,Rockdale County,Florida,Hillsborough County,0,,6,11,-6,11,6,11
Georgia,Rockdale County,Florida,Leon County,0,,37,42,-37,42,37,42
Georgia,Rockdale County,Florida,Miami-Dade County,2,4,0,,2,4,2,4
Georgia,Rockdale County,Florida,Orange County,82,81,17,26,65,78,99,91
Georgia,Rockdale County,Florida,Polk County,48,62,0,,48,62,48,62
Georgia,Rockdale County,Florida,Sarasota County,3,7,0,,3,7,3,7
Georgia,Rockdale County,Florida,Seminole County,72,117,0,,72,117,72,117
Georgia,Rockdale County,Florida,Volusia County,0,,11,16,-11,16,11,16
Georgia,Rockdale County,Georgia,Baldwin County,0,,32,31,-32,31,32,31
Georgia,Rockdale County,Georgia,Barrow County,15,25,136,163,-121,161,151,168
Georgia,Rockdale County,Georgia,Bartow County,0,,3,5,-3,5,3,5
Georgia,Rockdale County,Georgia,Bibb County,1,3,14,16,-13,17,15,16
Georgia,Rockdale County,Georgia,Brooks County,0,,20,32,-20,32,20,32
Georgia,Rockdale County,Georgia,Bulloch County,185,205,44,45,141,208,229,213
Georgia,Rockdale County,Georgia,Burke County,3,7,6,10,-3,12,9,12
Georgia,Rockdale County,Georgia,Butts County,41,49,19,22,22,52,60,55
Georgia,Rockdale County,Georgia,Carroll County,0,,18,22,-18,22,18,22
Georgia,Rockdale County,Georgia,Catoosa County,7,11,0,,7,11,7,11
Georgia,Rockdale County,Georgia,Chatham County,1,2,64,54,-63,54,65,54
Georgia,Rockdale County,Georgia,Cherokee County,91,112,1,2,90,112,92,112
Georgia,Rockdale County,Georgia,Clarke County,83,94,450,369,-367,381,533,381
Georgia,Rockdale County,Georgia,Clayton County,573,510,176,129,397,522,749,530
Georgia,Rockdale County,Georgia,Cobb County,194,176,123,85,71,202,317,187
Georgia,Rockdale County,Georgia,Columbia County,12,21,0,,12,21,12,21
Georgia,Rockdale County,Georgia,Coweta County,0,,10,18,-10,18,10,18
Georgia,Rockdale County,Georgia,DeKalb County,"2,247","1,059","1,132",498,"1,115","1,200","3,379","1,140"
Georgia,Rockdale County,Georgia,Dodge County,0,,30,45,-30,45,30,45
Georgia,Rockdale County,Georgia,Dougherty County,0,,55,55,-55,55,55,55
Georgia,Rockdale County,Georgia,Douglas County,0,,48,45,-48,45,48,45
Georgia,Rockdale County,Georgia,Floyd County,49,55,13,16,36,51,62,63
Georgia,Rockdale County,Georgia,Forsyth County,0,,15,25,-15,25,15,25
Georgia,Rockdale County,Georgia,Fulton County,302,193,479,245,-177,272,781,347
Georgia,Rockdale County,Georgia,Gordon County,0,,7,13,-7,13,7,13
Georgia,Rockdale County,Georgia,Greene County,7,16,0,,7,16,7,16
Georgia,Rockdale County,Georgia,Gwinnett County,741,293,373,242,368,362,"1,114",397
Georgia,Rockdale County,Georgia,Hall County,12,19,81,99,-69,100,93,101
Georgia,Rockdale County,Georgia,Hancock County,0,,25,46,-25,46,25,46
Georgia,Rockdale County,Georgia,Harris County,4,8,0,,4,8,4,8
Georgia,Rockdale County,Georgia,Hart County,0,,2,5,-2,5,2,5
Georgia,Rockdale County,Georgia,Henry County,79,51,790,458,-711,464,869,457
Georgia,Rockdale County,Georgia,Houston County,101,124,0,,101,124,101,124
Georgia,Rockdale County,Georgia,Jasper County,34,38,39,42,-5,57,73,57
Georgia,Rockdale County,Georgia,Lamar County,0,,22,32,-22,32,22,32
Georgia,Rockdale County,Georgia,Lanier County,0,,48,60,-48,60,48,60
Georgia,Rockdale County,Georgia,Laurens County,23,36,0,,23,36,23,36
Georgia,Rockdale County,Georgia,Long County,0,,11,19,-11,19,11,19
Georgia,Rockdale County,Georgia,Lowndes County,26,44,6,11,20,46,32,45
Georgia,Rockdale County,Georgia,Macon County,24,38,0,,24,38,24,38
Georgia,Rockdale County,Georgia,Meriwether County,48,68,0,,48,68,48,68
Georgia,Rockdale County,Georgia,Monroe County,0,,9,15,-9,15,9,15
Georgia,Rockdale County,Georgia,Montgomery County,0,,9,16,-9,16,9,16
Georgia,Rockdale County,Georgia,Morgan County,0,,72,63,-72,63,72,63
Georgia,Rockdale County,Georgia,Murray County,0,,6,9,-6,9,6,9
Georgia,Rockdale County,Georgia,Muscogee County,44,77,11,22,33,87,55,73
Georgia,Rockdale County,Georgia,Newton County,"1,472",611,"1,493",719,-21,952,"2,965",935
Georgia,Rockdale County,Georgia,Oconee County,0,,46,56,-46,56,46,56
Georgia,Rockdale County,Georgia,Paulding County,355,279,0,,355,279,355,279
Georgia,Rockdale County,Georgia,Peach County,48,61,0,,48,61,48,61
Georgia,Rockdale County,Georgia,Pike County,12,26,0,,12,26,12,26
Georgia,Rockdale County,Georgia,Pulaski County,32,44,0,,32,44,32,44
Georgia,Rockdale County,Georgia,Putnam County,70,94,101,91,-31,132,171,129
Georgia,Rockdale County,Georgia,Rabun County,4,7,0,,4,7,4,7
Georgia,Rockdale County,Georgia,Richmond County,16,25,5,8,11,28,21,25
Georgia,Rockdale County,Georgia,Spalding County,6,14,108,97,-102,100,114,96
Georgia,Rockdale County,Georgia,Sumter County,13,46,0,,13,46,13,46
Georgia,Rockdale County,Georgia,Tattnall County,0,,45,31,-45,31,45,31
Georgia,Rockdale County,Georgia,Taylor County,0,,3,5,-3,5,3,5
Georgia,Rockdale County,Georgia,Telfair County,8,15,0,,8,15,8,15
Georgia,Rockdale County,Georgia,Thomas County,24,32,0,,24,32,24,32
Georgia,Rockdale County,Georgia,Toombs County,13,19,0,,13,19,13,19
Georgia,Rockdale County,Georgia,Treutlen County,9,15,0,,9,15,9,15
Georgia,Rockdale County,Georgia,Troup County,10,15,0,,10,15,10,15
Georgia,Rockdale County,Georgia,Turner County,7,14,0,,7,14,7,14
Georgia,Rockdale County,Georgia,Upson County,5,8,0,,5,8,5,8
Georgia,Rockdale County,Georgia,Walton County,0,,242,171,-242,171,242,171
Georgia,Rockdale County,Georgia,White County,33,39,4,8,29,41,37,40
Georgia,Rockdale County,Georgia,Whitfield County,15,23,18,29,-3,37,33,38
Georgia,Rockdale County,Idaho,Elmore County,0,,57,94,-57,94,57,94
Georgia,Rockdale County,Illinois,Cook County,4,7,26,48,-22,49,30,49
Georgia,Rockdale County,Illinois,Lake County,0,,1,4,-1,4,1,4
Georgia,Rockdale County,Illinois,LaSalle County,0,,1,4,-1,4,1,4
Georgia,Rockdale County,Illinois,Will County,0,,4,7,-4,7,4,7
Georgia,Rockdale County,Illinois,Woodford County,0,,1,2,-1,2,1,2
Georgia,Rockdale County,Iowa,Polk County,262,315,0,,262,315,262,315
Georgia,Rockdale County,Kentucky,Christian County,0,,18,24,-18,24,18,24
Georgia,Rockdale County,Kentucky,Meade County,0,,50,61,-50,61,50,61
Georgia,Rockdale County,Kentucky,Oldham County,0,,25,27,-25,27,25,27
Georgia,Rockdale County,Massachusetts,Hampden County,11,19,0,,11,19,11,19
Georgia,Rockdale County,Massachusetts,Suffolk County,89,131,0,,89,131,89,131
Georgia,Rockdale County,Michigan,Macomb County,0,,32,41,-32,41,32,41
Georgia,Rockdale County,Minnesota,Dakota County,8,12,0,,8,12,8,12
Georgia,Rockdale County,Minnesota,Olmsted County,36,54,0,,36,54,36,54
Georgia,Rockdale County,Missouri,Clay County,0,,9,16,-9,16,9,16
Georgia,Rockdale County,Missouri,Phelps County,13,22,0,,13,22,13,22
Georgia,Rockdale County,Missouri,St. Louis County,14,32,0,,14,32,14,32
Georgia,Rockdale County,Montana,Yellowstone County,38,65,0,,38,65,38,65
Georgia,Rockdale County,New Jersey,Bergen County,30,52,0,,30,52,30,52
Georgia,Rockdale County,New Jersey,Camden County,0,,73,71,-73,71,73,71
Georgia,Rockdale County,New Jersey,Essex County,0,,36,58,-36,58,36,58
Georgia,Rockdale County,New Jersey,Morris County,13,26,0,,13,26,13,26
Georgia,Rockdale County,New Jersey,Salem County,8,14,0,,8,14,8,14
Georgia,Rockdale County,New Jersey,Somerset County,42,68,0,,42,68,42,68
Georgia,Rockdale County,New Mexico,San Juan County,0,,20,31,-20,31,20,31
Georgia,Rockdale County,New York,Bronx County,52,63,0,,52,63,52,63
Georgia,Rockdale County,New York,Broome County,22,33,0,,22,33,22,33
Georgia,Rockdale County,New York,Kings County,279,342,0,,279,342,279,342
Georgia,Rockdale County,New York,New York County,72,100,0,,72,100,72,100
Georgia,Rockdale County,New York,Putnam County,0,,20,33,-20,33,20,33
Georgia,Rockdale County,New York,Queens County,176,264,12,18,164,262,188,266
Georgia,Rockdale County,New York,Saratoga County,6,14,0,,6,14,6,14
Georgia,Rockdale County,North Carolina,Cumberland County,0,,1,3,-1,3,1,3
Georgia,Rockdale County,North Carolina,Forsyth County,0,,90,105,-90,105,90,105
Georgia,Rockdale County,North Carolina,Lenoir County,0,,5,11,-5,11,5,11
Georgia,Rockdale County,North Carolina,Rowan County,0,,17,26,-17,26,17,26
Georgia,Rockdale County,North Carolina,Wake County,163,215,0,,163,215,163,215
Georgia,Rockdale County,Ohio,Clark County,25,36,0,,25,36,25,36
Georgia,Rockdale County,Ohio,Cuyahoga County,0,,2,5,-2,5,2,5
Georgia,Rockdale County,Ohio,Franklin County,5,22,0,,5,22,5,22
Georgia,Rockdale County,Ohio,Greene County,0,,7,13,-7,13,7,13
Georgia,Rockdale County,Pennsylvania,Chester County,0,,3,5,-3,5,3,5
Georgia,Rockdale County,Pennsylvania,Delaware County,8,14,0,,8,14,8,14
Georgia,Rockdale County,Pennsylvania,Philadelphia County,16,29,0,,16,29,16,29
Georgia,Rockdale County,South Carolina,Greenville County,232,299,18,29,214,300,250,300
Georgia,Rockdale County,South Carolina,Spartanburg County,0,,13,22,-13,22,13,22
Georgia,Rockdale County,Tennessee,Davidson County,0,,27,31,-27,31,27,31
Georgia,Rockdale County,Tennessee,Knox County,0,,7,11,-7,11,7,11
Georgia,Rockdale County,Texas,Bowie County,22,32,0,,22,32,22,32
Georgia,Rockdale County,Texas,Dallas County,46,45,0,,46,45,46,45
Georgia,Rockdale County,Texas,Harris County,6,15,0,,6,15,6,15
Georgia,Rockdale County,Virginia,Albemarle County,35,53,0,,35,53,35,53
Georgia,Rockdale County,Washington,Spokane County,0,,5,8,-5,8,5,8
Georgia,Rockdale County,West Virginia,Marion County,0,,51,70,-51,70,51,70
Georgia,Rockdale County,Wisconsin,Dane County,9,16,0,,9,16,9,16
Georgia,Rockdale County,Asia,-,12,18,,,,,,
Georgia,Rockdale County,Central America,-,41,39,,,,,,
Georgia,Rockdale County,South America,-,90,123,,,,,,
Georgia,Schley County,Florida,Duval County,0,,3,6,-3,6,3,6
Georgia,Schley County,Georgia,Ben Hill County,11,16,0,,11,16,11,16
Georgia,Schley County,Georgia,Bibb County,0,,30,44,-30,44,30,44
Georgia,Schley County,Georgia,Bulloch County,0,,9,18,-9,18,9,18
Georgia,Schley County,Georgia,Butts County,0,,1,4,-1,4,1,4
Georgia,Schley County,Georgia,Chatham County,25,40,28,48,-3,62,53,62
Georgia,Schley County,Georgia,Coweta County,0,,8,15,-8,15,8,15
Georgia,Schley County,Georgia,DeKalb County,0,,35,33,-35,33,35,33
Georgia,Schley County,Georgia,Effingham County,0,,16,28,-16,28,16,28
Georgia,Schley County,Georgia,Fannin County,0,,33,56,-33,56,33,56
Georgia,Schley County,Georgia,Gwinnett County,0,,27,28,-27,28,27,28
Georgia,Schley County,Georgia,Houston County,0,,8,15,-8,15,8,15
Georgia,Schley County,Georgia,Jenkins County,0,,3,6,-3,6,3,6
Georgia,Schley County,Georgia,Macon County,13,23,85,118,-72,123,98,117
Georgia,Schley County,Georgia,Marion County,3,5,0,,3,5,3,5
Georgia,Schley County,Georgia,Monroe County,33,45,0,,33,45,33,45
Georgia,Schley County,Georgia,Pulaski County,0,,5,11,-5,11,5,11
